,id,original_text,text,classification,rationale
73,89,"Ms. Seigner and Mr. Serrault bring fresh , unforced naturalism to their characters .","ms. seigner and mr. serrault bring fresh , unforced naturalism to their characters .",pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]"
74,90,Allen shows he can outgag any of those young whippersnappers making moving pictures today .,allen shows he can outgag any of those young whippersnappers making moving pictures today .,pos,"[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
75,91,"A good film with a solid pedigree both in front of and , more specifically , behind the camera .","a good film with a solid pedigree both in front of and , more specifically , behind the camera .",pos,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
76,92,"By no means a slam-dunk and sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act , it still comes off as a touching , transcendent love story .","by no means a slam-dunk and sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act , it still comes off as a touching , transcendent love story .",neg,"[0.0, 0.5, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0, 0.5, 1.0, 0.0, 0.0]"
77,93,I encourage young and old alike to go see this unique and entertaining twist on the classic whale 's tale -- you wo n't be sorry !,i encourage young and old alike to go see this unique and entertaining twist on the classic whale 's tale -- you wo n't be sorry !,pos,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0]"
78,94,A literary detective story is still a detective story and aficionados of the whodunit wo n't be disappointed .,a literary detective story is still a detective story and aficionados of the whodunit wo n't be disappointed .,pos,"[0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
79,95,High Crimes steals so freely from other movies and combines enough disparate types of films that it ca n't help but engage an audience .,high crimes steals so freely from other movies and combines enough disparate types of films that it ca n't help but engage an audience .,pos,"[0.0, 0.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
80,96,If you 're a fan of the series you 'll love it and probably want to see it twice .,if you 're a fan of the series you 'll love it and probably want to see it twice .,pos,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]"
81,97,I will be .,i will be .,pos,"[0.5, 0.5, 0.5, 0.5]"
82,98,"It celebrates the group 's playful spark of nonconformity , glancing vividly back at what Hibiscus grandly called his ` angels of light . '","it celebrates the group 's playful spark of nonconformity , glancing vividly back at what hibiscus grandly called his ` angels of light . '",pos,"[0.0, 0.5, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0]"
83,99,"The story ... is inspiring , ironic , and revelatory of just how ridiculous and money-oriented the record industry really is .","the story ... is inspiring , ironic , and revelatory of just how ridiculous and money-oriented the record industry really is .",pos,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
84,100,It is also a testament to the integrity and vision of the band .,it is also a testament to the integrity and vision of the band .,pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0]"
85,101,"Laced with liberal doses of dark humor , gorgeous exterior photography , and a stable-full of solid performances , No Such Thing is a fascinating little tale .","laced with liberal doses of dark humor , gorgeous exterior photography , and a stable-full of solid performances , no such thing is a fascinating little tale .",pos,"[0.5, 0.0, 0.5, 0.5, 0.0, 0.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]"
86,102,"Huppert 's show to steal and she makes a meal of it , channeling Kathy Baker 's creepy turn as the repressed mother on Boston Public just as much as 8 Women 's Augustine .","huppert 's show to steal and she makes a meal of it , channeling kathy baker 's creepy turn as the repressed mother on boston public just as much as 8 women 's augustine .",pos,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
87,103,Nair does n't treat the issues lightly .,nair does n't treat the issues lightly .,pos,"[0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]"
88,104,She allows each character to confront their problems openly and honestly .,she allows each character to confront their problems openly and honestly .,pos,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.5, 0.0]"
89,105,"One of the best silly horror movies of recent memory , with some real shocks in store for unwary viewers .","one of the best silly horror movies of recent memory , with some real shocks in store for unwary viewers .",pos,"[0.0, 0.0, 0.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]"
90,106,The work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them .,the work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them .,pos,"[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
91,107,Strange occurrences build in the mind of the viewer and take on extreme urgency .,strange occurrences build in the mind of the viewer and take on extreme urgency .,pos,"[0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
92,108,"Has a certain ghoulish fascination , and generates a fair amount of B-movie excitement .","has a certain ghoulish fascination , and generates a fair amount of b-movie excitement .",pos,"[0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.5, 0.5, 0.0]"
93,109,Familiar but utterly delightful .,familiar but utterly delightful .,pos,"[0.0, 0.0, 0.0, 1.0, 0.0]"
94,110,"A fascinating , dark thriller that keeps you hooked on the delicious pulpiness of its lurid fiction .","a fascinating , dark thriller that keeps you hooked on the delicious pulpiness of its lurid fiction .",pos,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0]"
95,111,"The film aims to be funny , uplifting and moving , sometimes all at once .","the film aims to be funny , uplifting and moving , sometimes all at once .",pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
96,112,The extent to which it succeeds is impressive .,the extent to which it succeeds is impressive .,pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 1.0, 0.0]"
97,113,"The film brilliantly shines on all the characters , as the direction is intelligently accomplished .","the film brilliantly shines on all the characters , as the direction is intelligently accomplished .",pos,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.5, 0.0]"
98,114,"While not for every taste , this often very funny collegiate gross-out comedy goes a long way toward restoring the luster of the National Lampoon film franchise , too long reduced to direct-to-video irrelevancy .","while not for every taste , this often very funny collegiate gross-out comedy goes a long way toward restoring the luster of the national lampoon film franchise , too long reduced to direct-to-video irrelevancy .",pos,"[0.0, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 0.0]"
99,115,"As broad and cartoonish as the screenplay is , there is an accuracy of observation in the work of the director , Frank Novak , that keeps the film grounded in an undeniable social realism .","as broad and cartoonish as the screenplay is , there is an accuracy of observation in the work of the director , frank novak , that keeps the film grounded in an undeniable social realism .",pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0]"
100,116,"In addition to Hoffman 's powerful acting clinic , this is that rare drama that offers a thoughtful and rewarding glimpse into the sort of heartache everyone has felt , or will feel someday .","in addition to hoffman 's powerful acting clinic , this is that rare drama that offers a thoughtful and rewarding glimpse into the sort of heartache everyone has felt , or will feel someday .",pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
101,117,Jeffrey Tambor 's performance as the intelligent jazz-playing exterminator is Oscar-worthy .,jeffrey tambor 's performance as the intelligent jazz-playing exterminator is oscar-worthy .,pos,"[0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 1.0, 0.0]"
102,118,"From the opening strains of the Average White Band 's `` Pick up the Pieces '' , you can feel the love .","from the opening strains of the average white band 's `` pick up the pieces '' , you can feel the love .",pos,"[0.5, 0.0, 0.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
103,119,Stevens ' vibrant creative instincts are the difference between this and countless other flicks about guys and dolls .,stevens ' vibrant creative instincts are the difference between this and countless other flicks about guys and dolls .,pos,"[0.0, 0.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.0]"
104,120,that it 'll probably be the best and most mature comedy of the 2002 summer season speaks more of the season than the picture,that it 'll probably be the best and most mature comedy of the 2002 summer season speaks more of the season than the picture,pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]"
105,122,Meyjes ' provocative film might be called an example of the haphazardness of evil .,meyjes ' provocative film might be called an example of the haphazardness of evil .,pos,"[0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0]"
106,124,The movie is pretty funny now and then without in any way demeaning its subjects .,the movie is pretty funny now and then without in any way demeaning its subjects .,pos,"[0.0, 0.0, 0.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]"
107,125,imagine a scenario where Bergman approaches Swedish fatalism using Gary Larson 's Far Side humor,imagine a scenario where bergman approaches swedish fatalism using gary larson 's far side humor,pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
108,126,"Too damn weird to pass up , and for the blacklight crowd , way cheaper ( and better ) than Pink Floyd tickets .","too damn weird to pass up , and for the blacklight crowd , way cheaper ( and better ) than pink floyd tickets .",pos,"[0.0, 0.5, 0.5, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 1.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.0]"
109,127,"It is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth .","it is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth .",pos,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
110,128,It 's not a great monster movie .,it 's not a great monster movie .,neg,"[0.0, 0.0, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0]"
111,132,"Others , more attuned to the anarchist maxim that ` the urge to destroy is also a creative urge ' , or more willing to see with their own eyes , will find Morrison 's iconoclastic uses of technology to be liberating .","others , more attuned to the anarchist maxim that ` the urge to destroy is also a creative urge ' , or more willing to see with their own eyes , will find morrison 's iconoclastic uses of technology to be liberating .",pos,"[0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
112,133,"Miller tells this very compelling tale with little fuss or noise , expertly plucking tension from quiet .","miller tells this very compelling tale with little fuss or noise , expertly plucking tension from quiet .",pos,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
113,134,Time Out is existential drama without any of the pretension associated with the term .,time out is existential drama without any of the pretension associated with the term .,pos,"[0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
114,135,"It 's a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth .","it 's a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth .",pos,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.5, 1.0, 1.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
115,136,Writer/director Alexander Payne ( Election ) and his co-writer Jim Taylor brilliantly employ their quirky and fearless ability to look American angst in the eye and end up laughing .,writer/director alexander payne ( election ) and his co-writer jim taylor brilliantly employ their quirky and fearless ability to look american angst in the eye and end up laughing .,pos,"[0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
116,138,"It 's tough to watch , but it 's a fantastic movie .","it 's tough to watch , but it 's a fantastic movie .",pos,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
117,139,The best animated feature to hit theaters since Beauty and the Beast 11 years ago .,the best animated feature to hit theaters since beauty and the beast 11 years ago .,pos,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
118,140,What saves this deeply affecting film from being merely a collection of wrenching cases is Corcuera 's attention to detail .,what saves this deeply affecting film from being merely a collection of wrenching cases is corcuera 's attention to detail .,pos,"[0.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0]"
119,141,Pacino is the best he 's been in years and Keener is marvelous .,pacino is the best he 's been in years and keener is marvelous .,pos,"[0.0, 0.0, 0.0, 1.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 1.0, 0.0]"
120,142,"A solid , spooky entertainment worthy of the price of a ticket .","a solid , spooky entertainment worthy of the price of a ticket .",pos,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]"
121,143,"By turns fanciful , grisly and engagingly quixotic .","by turns fanciful , grisly and engagingly quixotic .",pos,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
122,144,"... very funny , very enjoyable ...","... very funny , very enjoyable ...",pos,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
123,145,Adaptation is intricately constructed and in a strange way nails all of Orlean 's themes without being a true adaptation of her book .,adaptation is intricately constructed and in a strange way nails all of orlean 's themes without being a true adaptation of her book .,pos,"[0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]"
124,146,So purely enjoyable that you might not even notice it 's a fairly straightforward remake of Hollywood comedies such as Father of the Bride .,so purely enjoyable that you might not even notice it 's a fairly straightforward remake of hollywood comedies such as father of the bride .,pos,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0]"
125,147,Moonlight Mile gives itself the freedom to feel contradictory things .,moonlight mile gives itself the freedom to feel contradictory things .,pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0]"
126,148,"It is sentimental but feels free to offend , is analytical and then surrenders to the illogic of its characters , is about grief and yet permits laughter .","it is sentimental but feels free to offend , is analytical and then surrenders to the illogic of its characters , is about grief and yet permits laughter .",pos,"[0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 1.0, 0.0]"
127,149,"The real triumphs in Igby come from Philippe , who makes Oliver far more interesting than the character 's lines would suggest , and Sarandon , who could n't be better as a cruel but weirdly likable WASP matron .","the real triumphs in igby come from philippe , who makes oliver far more interesting than the character 's lines would suggest , and sarandon , who could n't be better as a cruel but weirdly likable wasp matron .",pos,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 1.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0]"
128,150,Robin Williams has thankfully ditched the saccharine sentimentality of Bicentennial Man in favour of an altogether darker side .,robin williams has thankfully ditched the saccharine sentimentality of bicentennial man in favour of an altogether darker side .,pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]"
129,151,"If you 're willing to have fun with it , you wo n't feel cheated by the high infidelity of Unfaithful .","if you 're willing to have fun with it , you wo n't feel cheated by the high infidelity of unfaithful .",pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.5, 0.5, 0.0]"
130,152,Australia : Land Beyond Time is an enjoyable Big Movie primarily because Australia is a weirdly beautiful place .,australia : land beyond time is an enjoyable big movie primarily because australia is a weirdly beautiful place .,pos,"[0.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 1.0, 0.0, 0.0]"
131,153,Hoffman 's performance is authentic to the core of his being .,hoffman 's performance is authentic to the core of his being .,pos,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
132,154,Told just proficiently enough to trounce its overly comfortable trappings .,told just proficiently enough to trounce its overly comfortable trappings .,pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]"
133,155,"An enthralling aesthetic experience , one that 's steeped in mystery and a ravishing , baroque beauty .","an enthralling aesthetic experience , one that 's steeped in mystery and a ravishing , baroque beauty .",pos,"[0.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
